G659247724
G270704600
G349412899
G077019998
G567017450
G276331701
G495953275
G602506500
G825219601
G812718639
G569213080
G982897956
G587838863
G241350611
G253250779
G721520915
G649907544
G541101839
G483885036
G203600882
G617886764
G679494986
M308526
G471885506
G562014762
G807447105
G392123133
G629744078
G164478740
G271913347
G665939547
G735550119
G873311646
G313122397
G468479690
G559650703
G483240648
G643259803
G802690093
G393654672
G623679632
G729202577
G777783661
G019245725
G040931591
G520311617
G039505063
G803706166
G642308710
G802143034
G311122439
G628913750
G371804063
G928880251
G067173474
M308523
G521721935
G459315583
G663654762
G585469592
G047649629
G618205675
G379620461
G570769008
G174991711
G170458325
G322363732
G892744085
G826568807
G385057809
G000082604
G884860452
G979090187
G819213209
G599930640
G635100535
G028797580
G840184467
G920744200
G168989753
G707729365
G975596771
G638612465
G700548324
G747091738
G884765119
G597774027
G685604119
G516064151
G628228302
G526345630
G520195505
G115428651
G817750392
G304046607
G798124901
G594570819
G319958993
G482578948
G156574696
G661276978
G710157674
G610110208
G615890484
G868618695
G622500427
G413905735
G954088105
G639895318
G523815238
G736047460
G592885521
G543911345
G797971553
G116291637
G052284011
G471771073
G754841149
G875610258
G696669057
G032569519
G591712350
G027558099
G359602696
G493782111
G127789828
G236469957
G382553312
G172358582
G656344162
G333002441
G762042817
G519749701
G657654132
G564025716
G745898285
G517253266
G830857427
G733297670
G361410915
G662354077
G756906554
G714846783
G170489765
G469808370
G025917198
G636338336
G068660932
G455475121
G123511334
G574519176
G748756258
G508224267
G028783571
G527072917
G549128434
G966666651
G906780216
G335927713
G647150094
G136085093
G974689781
G368281595
G268065372
G699286414
G632704015
G028649578
G972694887
G579969009
G555346889
G884135892
G649574868
G561394992
G206562494
G729605953
G243849208
G552221364
G646338708
G276908685
G638281623
G764753215
G738605282
G593364248
G166640852
G714362926
G523565019
G018751785
G417390009
G465922281
M261756
G300354534
G609071407
M168018
M297021
G480900120
G625072496
G706618145
G693866069
G639761488
G739168083
G483572689
G681546606
G961900742
G934062576
G590802834
G343140636
G095552601
G599902098
G567003968
G351798927
G930728462
G971574270
G092441306
G089205197
G952049178
G735410978
G488678492
G677957010
G755210530
G700609242
G307157266
G684768051
G701603583
G517121967
G245764259
G576054821
G725874627
G164748805
G668695990
G473180832
G591337341
G620987490
G260465743
G329451496
G629152498
G627401706
G392411668
G437779552
G947530665
G744500853
G483287496
G226649429
G970098577
G664236464
G984093589
G839082867
G733700875
G511421070
G375688995
M217638
G151766049
G673192058
G321845025
G353791293
G917293889
G679351403
G126856608
G188528688
G196360842
G253541631
G337403364
G217688158
G649968395
G628412380
G594537108
G616009020
G189407431
G617339348
G627460227
G355814959
G857367144
G723049121
G787235710
G650772591
G022147421
G338115362
G546503112
G687719345
G305215262
G740171187
G971414180
G616413566
G542083360
G736894113
G666630314
G272286577
G527340969
G723246861
G568462368
G565185976
G084652205
G667372080
G688294009
G714318146
G877906500
G352702558
G561293925
G952812599
G567777020
G564731402
G677716046
G545790846
G672480736
G018983812
G985169919
G513198700
M208869
G752928700
G563970694
G733802233
G833890436
G186173946
G514568998
G416752555
G594634087
G784103548
G539127061
G483209652
G581856521
G668332998
G561601537
G656545602
G253054095
G418755227
G953254530
G924424365
G183841412
G700606869
G442931603
G622100704
G738640448
G979692123
G318460247
G196890579
G381715105
G616943816
G509024189
G173186622
G533244318
G840837029
G388303912
G951119783
G586388147
G964603542
G125014048
G577413076
G753605258
G004832689
G949447274
G461725973
G034890670
G600673149
G476634911
G806603548
G618220360
G541337660
G649840275
G216626158
G631719906
G822934385
G766456980
G726709275
G757515790
G526055773
G113065298
G216907610
G366795696
G722514246
G757971787
G640377345
G670596703
G616230181
G585212247
G521636546
G657735621
G949357453
G677131937
G078568674
G378955153
G074608397
G881450617
G982024004
G161573871
G142357595
G288760999
G726928416
G306291120
G707535046
G268269113
G656308495
G644775655
G541070918
G754669234
G725927001
G714374702
G058352459
G735628447
G664355479
G092525005
G686147570
G431363156
G419935935
G828280530
G794546240
G236672054
G653111649
G294956427
G703289934
G513405673
G646903639
G520873839
G343914977
G001050744
G357788403
G735865546
G811903466
G930767800
G738040398
G848094809
G664670499
G745604655
G838606481
M292263
G602598892
G759447262
G920862875
G097070422
G621126886
G189449189
G683937518
G739206077
G482259080
G383135525
G677873478
G551747095
G608217511
G024869918
G596897356
G746096978
G724003668
G370069854
G761106358
G795250746
G570025242
G690559272
G934196684
G464009255
G038052040
G126716020
G737185828
G638103620
G790586676
G452790151
G524582582
G840018084
G719740239
M189798
G546596463
G342082449
G054434472
G609089286
G747181159
G209396085
G674185370
G762682792
M153522
G567515638
M275994
G603992970
G449484890
G588143256
G567517344
G546663418
G671159609
G829091274
G651915697
M314073
G752854654
G487055143
G459972301
G366325803
G468662650
G905392235
G444156684
G549665656
G804898749
G884669463
G527831724
G559108700
G163416477
G024500146
G546023937
G123144900
G559412112
G492591120
G464682239
G222620715
G528630167
G914041403
G989540200
G195400814
G815351678
G233885201
G651076352
G680090770
G675426204
G887608866
G587728343
G937647115
G514429566
G679135018
G534672545
G931156608
G131225865
G926967574
G517179351
G592629548
G235127184
G844437429
G580673362
G491868700
G623056457
G648419308
G748300061
G675529442
G334076198
G704878516
G995512531
G835315239
G602193281
G469690368
G737427699
G639291887
G611832721
G691358785
G652944679
G635397478
G853278954
G304132732
G714803591
G487728013
G721205231
G763855358
G072955656
G335795985
G099351041
G762519140
G108071211
G796187098
G888447433
G700598840
G209937560
G692662982
G142276411
G514649675
G592476106
G762803447
G567126828
G615856938
G726288566
G949958201
G891842408
G195139392
G608758626
G342712915
G752222960
G566894971
G166737637
G353600275
G729832985
G018140802
G805085805
G409788848
G688253780
G390108863
G800166274
G845280685
G142787357
G682821115
G439261267
G346184101
G930210841
G838673303
G487411378
G595021108
G731280368
G304429059
G529233822
G617506421
G338475914
G718572180
G579845033
G718284567
G931809057
G989977459
G034406337
G073944537
G699081105
G154499665
G691212757
G107692050
G198685650
G619183564
G295690887
G771842725
G443106792
G541718881
M186249
G323094593
G873420090
G063934314
G712537204
G782481907
G235041180
G427027809
G975805068
G371793723
G339159323
G730197781
G309582241
G711720864
G635314237
G583519521
G620912581
G847188074
G546312640
G948887408
G808808123
G720506466
G350191212
G714131321
G593448320
G696627671
G649618359
G604475300
G581725411
G696857449
G553008059
G362270908
G517003693
G792342496
G655358063
G072691350
G141193833
G658713651
G470422304
G288626100
G745937135
G248185803
G709636064
G092191546
G041881561
G892115109
G449779818
G643672324
G149773675
G569084868
G226809628
G617804861
G845174860
G967279214
G662875697
G248712563
G683141055
G398555078
G624987637
G457501601
G547467157
G820903745
G007205703
G739980669
G597784533
G679645615
G742314505
G251550374
G108121225
G122139539
G695692399
G274277663
G809811863
G762802679
G347508363
G748983514
G542522573
G231701900
G153101821
G670264962
G651496880
G046252341
G433306161
G393607833
G532639739
G622982122
G667510318
G671363578
G221802053
G530951839
G970895331
G876044613
G724577717
G315912243
G500147863
G452644770
G603348775
G131301821
G579036547
G595261612
G296080467
G394116403
G459296041
G550896061
G856079860
G098683827
G034061806
G571219303
G874718800
G143385501
G693134300
G701981607
G872163309
G307840726
G649983615
G646475700
G687533299
G656635324
G082783760
G597620019
G960757283
G254908485
G191684916
G514832549
G503889418
G086326468
G129297560
G547137126
G541598909
G550479428
G829108464
G297357557
G257429612
G374543788
G740650129
G929907726
G794514722
G010649509
G021637899
G729595297
G110881321
M177408
G474530124
G413436969
G739873951
G544157777
G182696927
G654327314
G534281504
G720717482
G570107668
G081265470
G023228706
G124282956
G292047377
G319013569
G505498227
G135880340
G573969293
G359964483
G631572296
G957509743
G750552648
G334241011
G413421942
G150039206
G347741539
G577924401
G616688083
G738528064
G572067099
G595850202
G200926236
G432752706
G853232812
G366755896
G126773629
G384918892
G649501732
G720302021
G937982478
G653896399
G668562495
G784242688
G587969023
G934173942
G535088306
G617619332
G594270468
G796016843
G533319138
G928118553
G777312494
G679053236
G779989283
G492924826
G564292992
G302829276
G435003208
G790079407
G429515580
G315612838
G717707383
G602509811
G690805503
G222015154
G336652594
G391122980
G129614585
G654422892
G517096339
G187016698
G712759404
G024336899
G246681277
G508404367
G562178224
G469568817
G940801057
G010917189
G738121638
G172085112
G254544171
G611439183
G290525070
G537526019
G467324494
G666826739
G748806567
G735628420
G596515722
G668576447
G096521057
G523427815
G457637294
G692038262
G973360575
G517079592
G721857623
G539579780
G526804704
G816322665
G518796913
G618883769
G599741468
G671045297
G666658993
G925907228
G166391058
G677957597
G943268087
G525718521
G587602835
G857116395
G919916801
G497188317
G211238653
G557993421
G749936667
G639994809
G714645254
G415383767
G645711883
G086699303
G661065137
G603531849
G685028459
G496412117
G864219851
G610814940
G121138953
G461125374
G589344629
G603842090
G073605928
G926912461
G530346824
G403287763
G758324333
G495003114
G510238161
G783649348
G588099028
G979011353
G776901586
G628775336
G604797414
G565365677
G976388383
G459701270
G231860071
G582462603
G252415399
G542837880
G593062187
G370119001
G337332650
G664904735
G018166671
G861403832
G895827077
G893316415
G732476850
G210666676
G238835123
G291160007
G419106357
G468505255
G008566371
G207730909
G646378305
G657647140
G714855985
G636985985
G683741874
G379472093
G311690237
G518110091
G629000312
G224110179
G686331251
G053348981
G549900546
G490131896
G830226961
G328753081
G869259146
G072227417
G535540579
G710025273
G086813729
G212515923
G357599811
G623716311
G522529416
G673697532
G364412757
G427491508
G666378493
G661613522
G231939756
G568764280
G317585517
G746225787
G632390389
G632210566
G551198809
M199353
G906443854
G132547843
G634379400
G922021336
G296780383
G263490820
G109950990
G033447754
G696179952
G399326576
G526629784
G601137755
G951577069
G117873354
G873907063
G670367622
G644041516
G204141838
G854412437
G392589005
G025697006
G732215170
G052630105
G863405364
G327020571
G469711615
G528392755
G616482794
G699364360
G795741963
G738719027
G754411897
G527910385
G732616674
G381582949
G192054923
G752489188
G692539095
G662602683
G576461704
G602576679
G495084430
G783188535
G698550147
G672425821
G030111420
G371400332
G372593720
G647746503
G581318567
G283666879
G612164365
G188882628
G491627065
G094505757
G874013896
G838494417
G739179171
G584901275
G858980078
G783249103
G703638830
G106652445
G338735121
G027269441
G742505215
G721380017
G148694514
G701385416
G594098304
G158215770
G339013622
G533331813
G774467901
G985685183
G695485816
G686572495
G594616686
G759096348
G638867225
G231375786
G393160935
G771436493
G178512760
G739146889
G212315828
G617910519
G603656638
G223612252
G814339592
G913414568
G575896609
G901628213
G755127707
G806178404
G789451798
G556740443
G653523922
G531527425
G534810108
G006257016
G662176900
G883313254
G554433263
G915474278
G733267191
G171990112
G221465543
G582162050
G036233142
G719092069
G916996787
G701548054
G610601451
G533898426
G466815369
G654567586
G865194068
G979376229
G544182094
G610775393
G155819317
G426044222
G443663248
G943532566
G556681787
G734055410
G516401819
G631577438
G207693954
G619144669
G122390839
G479752931
G518227766
G678712408
G237023712
G281748897
G978841744
G760768453
G038711760
G732269541
G142881454
G741873400
G532661118
G066126418
G722805960
G749961177
G070905131
G644782304
G297251100
G707232807
G292677131
G243336328
G903528804
G493831324
G262636924
G165883693
G744434301
G699069260
G528766416
G607914314
G049727066
G577801681
G715576194
G335301763
G625113049
G436619693
G690625702
G578576236
G098524002
G153703365
G542851427
G646521835
G531581211
G877649344
G662783020
G958937095
G269197298
G413243198
G553501932
G295683954
G670621317
G639480090
G599274914
G731594100
G573827134
G747553571
G633319550
G416216203
G675496624
G135333997
G529179520
G612684383
G261201242
G538771667
G544600658
G570901018
G657468340
G979409321
G979783441
G727931535
G724497847
G586020382
G644568078
G535056452
G677292080
G113190386
G102111438
G668426666
G743276799
G337823606
G667925403
G760630960
G425273955
G569532499
G739829337
G717015621
G893917523
G577201495
G093825020
G516881989
G264166163
G580322638
G593555289
G620277085
G960793232
G425542598
G473025489
G070640118
G054875947
G826486283
G558041214
G148153372
G580839716
G525529980
G520618660
G061525437
G693490730
G219560741
G090171067
G852333905
G565965499
G450341906
G600293728
G343200152
G965260955
G765287651
G640134571
G973140073
M294069
G493092392
G674482515
G277260447
G732455726
G964217608
G697901748
G610086626
G686867496
G454900065
G616984664
G156184634
G666589175
G951325047
G382152849
G357723797
G555847773
G823472582
G693480285
G584295762
G376210012
G613881910
G141500462
G668029930
G537939022
G656084209
G559964719
G134365978
G161439008
G611805504
G329301290
G599039225
G733623188
G045655794
G747486703
G093551948
G658052722
G077300601
G582634981
G153984067
G898006284
G009838421
G469013338
G000384101
G574262922
G370805915
G104005601
G861369002
G891192144
G427808495
G727486169
G095749883
G646218567
G895231023
G718917186
G808825728
G700003648
G540996156
G879420130
G244521635
G669655688
G592292560
G677433848
G246289699
G522356991
G912162287
G610687206
G758448544
G445237311
G434367009
G254725536
G738297712
G687036841
G383558345
G748982017
G463656659
G759858184
G013690551
G536460126
G157106473
G472944889
G575108795
G771415119
G168330032
G620090251
G072473808
G566126220
G033228857
G545892732
G712642469
G925203584
G539845357
G657096903
G546277080
G861285912
G267414205
G958585632
G535187983
G077645533
G160968919
G987860820
G429422151
G115802038
G637807045
G139018172
G750531696
G146071342
G617406603
G451860185
G248478550
G450249679
G123794392
G517175458
G713747937
G757450531
G354577138
G140446868
G805768503
G763764019
G627855524
G618876689
G982874310
G991621781
G112049862
G714556358
G099147766
G268287698
G005618673
G233914665
G570961409
G778893507
G173080139
G551854767
G801262862
G560398572
G662196918
G664775635
G933369646
G044648227
G072057190
G763535545
G900162928
G686490441
G660632867
G609550366
G590259772
G741364866
G626999737
G020168351
G393244439
G629739957
G708372230
G240764351
G195586699
G831968042
G593483823
G573296677
G521961133
G958628020
G579906168
G618862600
G596773902
G374720967
G217092555
G639029986
G242115306
G787151607
G851386532
G031378589
G930109361
G787030684
G073514542
G876292213
G911625886
G621707107
G935573248
G764445296
G489828276
G917319269
G712279233
G559669112
G328819160
G662409262
G740105779
G699956072
G003461794
G725082123
G573798772
G684734891
G887526397
G642303854
G652993016
G441080630
G101511522
G575594258
G078061401
G538117088
G543787346
G703226120
G481557906
G741747389
G475574226
G106976779
G150119297
G686871867
G741732634
G716655009
G953509900
G687718768
G549737786
G747612400
G025711548
G802931373
G808593650
G521911081
G430115760
G299308335
G300200528
G604704998
G538250419
G994416272
G627648824
G997090684
G748627685
G424233403
G590273486
G008887018
G718978855
G514746295
G602638173
G907379958
G763758366
G716787684
G346479860
G589927659
G764863169
G565780040
G717649357
G813249429
G750124589
G059421868
G096741366
G681220244
G703966723
G658684376
G149070766
G358665270
G347291313
G954160932
G524410390
G758294845
G704270698
G589073609
G473447590
G871818954
G843444735
G056569536
G520578834
G607925347
G634252219
G030360999
G626949326
G264016847
G306390833
G566218145
G621758223
G625383310
G679381074
G718841044
G218544819
G820127686
G529902601
G558439100
G535181940
G058171959
G401446936
G934804228
G417572471
G331571016
G775629551
G839216503
G320256414
G700299660
G443748128
G222003526
G607184630
G520027910
G729226273
G650518151
G580773362
G298019429
G167822748
G364448614
G947714931
G808552374
G655493705
G713483099
G645898921
G013690358
G033572207
G618775499
G448528696
G743587592
G128313435
G535646657
G667498547
G679772014
G597846891
G355445153
G101637896
G679967503
G232940064
G222637666
G286500212
G513387499
G570138851
G679662765
G578701727
G702045932
G684263893
G129342214
G088578930
G763956447
G583770723
G909217714
G394028124
G697521500
G581680702
G584115791
G818290881
G841796867
G360624500
G023134507
G741744268
G207762243
G559211744
G895384806
G202181478
G699942806
G312965814
G804315313
G527437172
G996949621
G827159431
G019988050
G929422655
G266617024
G271411438
G526152129
G809838931
G725485420
G653543370
G322689566
G745316778
G022626749
G763048054
G902207679
G094726013
G088910460
G506336099
G870839138
G380745579
G130390718
G599769551
G694752432
G997412355
G265789497
G646889287
G565694947
G732494966
G727318787
G013835995
G748238224
G429021758
G844976725
G945445826
G653204358
G215819227
G554412250
G717459037
G935487016
G544946084
M330135
G582947068
G701517410
G971567475
G915226933
G525811423
G085098409
G717021099
G690889565
G626922378
G500619676
G371416703
G593703417
G044995076
G584418521
G928977939
G024412810
G808104055
G231276821
G719540367
G376240132
G278065562
G583796359
G553386179
G120535298
G622031420
G441878856
G186701940
G590670902
G631204483
G238639165
G673456284
G242170741
G730740266
G676885593
G546351057
G800424994
G561774664
G649803095
G058474709
G978689866
G394846785
G747888266
G967582083
G223861662
G249593640
G823059968
G315600663
G135990063
G180138108
G544415795
G629105887
G894395473
G423033562
G810797317
G554349001
G983425366
G748377355
G963122676
G647332916
G452050075
G169979435
G541935704
G639897431
G067597489
G666692645
G574766226
G195853096
G653025195
G563258518
G078502554
G332417379
G287820944
G716198251
G674927122
G556932871
G015593338
G325344084
G620528689
G721542372
G541398626
G670275055
G160137457
G735772564
G764246457
G730616797
G613314080
G241348550
G602142255
G421297279
G814299164
G698401525
G106178454
G856819054
G715227341
G115561432
G230296344
G516352228
G579930086
G629975425
G654410454
G768466491
G319359864
G939977540
G516490844
G529721075
G705527962
G719922133
G566502717
G402339932
G808324970
G747791434
G340892985
G764866968
G537173845
G607663571
G870039679
G677162148
G018506303
G638717084
G614924617
G522331811
G737762655
G699825381
G291810120
G509902997
G549386140
G607222512
G655570357
G065115313
G256852869
G371930358
G661660373
G273178012
G000889144
G526681240
G734307811
G821268565
G372999212
G904725078
G534985947
G693040068
G835558613
G420586215
G582865095
G690132589
G615287662
G112274237
G581338244
G999025403
G216305652
G921502046
G701652593
G535620273
G617642334
G581848338
G679144610
G650265521
G647256367
G561771503
G880969243
G325312800
G350038405
G647418020
G167631613
G021228169
G641287487
G715992204
G516450732
G535651725
G840911511
G887822779
G647352170
G098051386
G173357696
G034355079
G075550587
G688827794
G486262641
G213317266
G321624196
G844394732
G999437277
G233480753
G199850274
G716413190
G406743540
G627875000
G630790168
G045198128
G097559073
G634041986
G701901846
G936877196
G433051220
G334359714
G000294820
G113229683
G575187186
G806810325
G238910055
G856472736
G648967297
G658843682
G876924006
G763063712
G175780839
G704446831
G744429102
G491686889
G374791111
G620552669
G541876019
G890764188
G320269899
G534258240
G568468668
G054466149
G001470418
G782782716
G137547863
G554503168
G508852212
G676865403
G507228951
G311347382
G725669458
G552837247
G817801188
G513250303
G342671292
G973735097
G707169036
G756530030
G707835791
G756503451
G608620875
G197140694
G370459719
G579557437
G050755732
G515708102
G561409505
G753415470
G762522659
G631015495
G331135472
G707131800
G702640235
G819809835
G874320701
G863848931
G874277794
G537358562
G705750631
G967064655
G611823860
G253377725
G542960428
G159466204
G681625008
G228862359
G381409348
G476265441
G565039234
G898660252
G696534882
G587642357
G332353329
G706046170
G101390731
G704475714
G461820561
G606926776
G725295195
G206130620
G046936049
G182602345
G773060399
G146359307
G066501667
G759040917
G084008300
G348904184
G760958663
G739863872
G652509373
G334071528
G047968147
G722814616
G645985338
G914816105
G688603557
G711429993
G617987765
G032091153
G305225186
G771405722
G626365051
G647362334
G965047540
G752110294
G571217071
G678781262
G093650385
G865822996
G777288704
G006735517
G743048474
G593815085
G557910117
G279867663
G530669636
G757370129
G349071229
G533569280
G129363268
G266510477
G783468369
G879261639
G514711941
G554676725
G589920982
G564902372
G538810975
G747678252
G467464634
G740652836
G730816276
G701559482
G921424096
G764877701
G636701808
G653581238
G880680211
G989878536
G203300072
G435369435
G196950342
G158674516
G971501711
G507902218
G698960554
G726978304
G706553624
G224383386
G197889377
G898057144
G020587397
G842504628
G940322205
G598989672
G995618549
G643794057
G355698806
G236391702
G599952635
G257475565
G828216192
G299465806
G564719532
G534208274
G912940879
G716805688
G664145229
G627055482
G749922240
G718415274
G275548576
G200411362
G729905050
G391878581
G516069495
G746558040
G563307488
G483402034
G852013879
G718744522
G566451637
G382066309
G578797256
G209098527
G751263408
G532350842
G527273414
G110001976
G374507827
G662171731
G093238713
G202433448
G762045725
G878969987
G637699030
G085713765
G717957511
G664785976
G579261657
G742123717
G528880910
G716809193
G027284370
G741232201
G647949270
G528962499
G637605757
G530681710
G535262306
G202692513
G574031452
G516794393
G845189662
G325084982
G547412029
G591085901
G867797120
G739663021
G630825677
G179802739
G702048177
G538998804
G519672704
G575150598
G004320164
G412916092
G649994853
G471141728
G405769905
G262967265
G762612810
G749220869
G126726250
G591811637
G867144061
G657466664
G297343305
G574132052
G676621816
G227849633
G653683057
G135330045
G513037396
G097444915
G167121448
G703910004
G330294413
G209621690
G323797577
G705069057
G916331111
G462955898
G758433219
G552039580
G585010284
G969792634
G885560843
G753392481
G620615403
G535117831
G965945495
G718305267
G293968138
M293394
G834573875
G692470227
G704735182
G702794378
G225742435
G530054060
G559512633
G660510794
G529599350
G591299114
G607374845
G798753850
G614397232
G817557122
G349934341
G942897183
G564686098
G139642396
G412279722
G573242448
G575478134
G559793182
G720063096
G544517530
G570693255
G612269193
G641314918
G455129222
G612317852
G645300424
G758034314
G696933566
G496167998
G096113087
G767088139
G273697873
G593171556
G083639653
G134411439
G467301530
G147653639
G903486754
G681821477
G455919616
G740296571
G676255698
G094883529
G785471665
G718497294
G488875197
G411417316
M327762
G603191615
G035585320
G015839042
G096778992
G088670025
G825249025
G546112600
G621122903
G097561930
G706741646
G035764267
G947031811
G718499972
G906485749
G619964890
G037076922
G864590557
G173905976
G947458826
G681010839
G708783500
G034722398
G450067929
G532656627
G654996793
G449802990
G666018194
G296691988
G506202349
G519111698
G219510441
G502598285
G953527908
G563957316
G647851099
G600358349
G211435214
G718125248
G956870979
G019608649
G374515057
G948826267
G477040878
G243048124
G763898423
G345403989
G010114640
G737973799
G436070392
G625941027
G846462982
G184747893
G637688728
G488110406
M304068
G283349138
G679298828
G716050985
G464783453
G349083256
G813044552
G730640126
G300167232
G551371926
G725346260
G611839751
G734197256
G661391089
G539571706
G541273550
G556181648
G425789321
G801837946
G294991201
G462206625
G467477446
G169525634
G642391971
G927183950
G846238119
G759954135
G395205566
G072892400
G031515677
G695218110
G678355634
G342737733
G689607512
G609900404
G296064190
